assetCode,time,sourceTimestamp,firstCreated,sourceId,headline,urgency,takeSequence,provider,subjects,audiences,bodySize,companyCount,headlineTag,marketCommentary,sentenceCount,wordCount,assetCodes,assetName,firstMentionSentence,relevance,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,sentimentWordCount,noveltyCount12H,noveltyCount24H,noveltyCount3D,noveltyCount5D,noveltyCount7D,volumeCounts12H,volumeCounts24H,volumeCounts3D,volumeCounts5D,volumeCounts7D
QCOM.DE,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['QCOM.O', 'QCOM.DE', 'QCOM.OQ']",Qualcomm Inc,1,1.0,-1,0.655596,0.21213,0.132274,228,0,0,0,0,0,0,0,15,16,16
QCOM.OQ,2007-01-01,2007-01-01 15:03:13+00:00,2007-01-01 15:03:13+00:00,77f06424729593c6,Seoul antitrust body forms team on Qualcomm-report,3,1,RTRS,"{'HDWR', 'US', 'REGS', 'TEL', 'APL', 'ELC', 'RTRS', 'LEN', 'EMRG', 'KR', 'ASIA'}","{'PCU', 'PCO', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1418,4,,False,13,239,"['QCOM.O', 'QCOM.DE', 'QCOM.OQ']",Qualcomm Inc,1,1.0,-1,0.655596,0.21213,0.132274,228,0,0,0,0,0,0,0,15,16,16
SI.N,2007-01-01,2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,1ff5d379138f8551,Talks to save BenQ Mobile Germany fail,3,1,RTRS,"{'DE', 'JOB', 'WEU', 'TEL', 'ELC', 'TW', 'RTRS', 'LEN', 'EUROPE', 'ASIA', 'BKRT'}","{'PCO', 'EMK', 'DNP', 'Z', 'T', 'E', 'D', 'PTD', 'PSC', 'RNP'}",1770,2,,False,13,305,"['SI.N', 'SIEGn.F', 'SIEGnq.L', 'SIEGn.DE']",Siemens AG,6,0.43301300000000004,-1,0.42175200000000007,0.304836,0.273412,137,0,0,0,0,1,0,0,2,13,16
SIEGn.F,2007-01-01,2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,1ff5d379138f8551,Talks to save BenQ Mobile Germany fail,3,1,RTRS,"{'DE', 'JOB', 'WEU', 'TEL', 'ELC', 'TW', 'RTRS', 'LEN', 'EUROPE', 'ASIA', 'BKRT'}","{'PCO', 'EMK', 'DNP', 'Z', 'T', 'E', 'D', 'PTD', 'PSC', 'RNP'}",1770,2,,False,13,305,"['SI.N', 'SIEGn.F', 'SIEGnq.L', 'SIEGn.DE']",Siemens AG,6,0.43301300000000004,-1,0.42175200000000007,0.304836,0.273412,137,0,0,0,0,1,0,0,2,13,16
SIEGnq.L,2007-01-01,2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,1ff5d379138f8551,Talks to save BenQ Mobile Germany fail,3,1,RTRS,"{'DE', 'JOB', 'WEU', 'TEL', 'ELC', 'TW', 'RTRS', 'LEN', 'EUROPE', 'ASIA', 'BKRT'}","{'PCO', 'EMK', 'DNP', 'Z', 'T', 'E', 'D', 'PTD', 'PSC', 'RNP'}",1770,2,,False,13,305,"['SI.N', 'SIEGn.F', 'SIEGnq.L', 'SIEGn.DE']",Siemens AG,6,0.43301300000000004,-1,0.42175200000000007,0.304836,0.273412,137,0,0,0,0,1,0,0,2,13,16
SIEGn.DE,2007-01-01,2007-01-01 15:07:39+00:00,2007-01-01 15:07:39+00:00,1ff5d379138f8551,Talks to save BenQ Mobile Germany fail,3,1,RTRS,"{'DE', 'JOB', 'WEU', 'TEL', 'ELC', 'TW', 'RTRS', 'LEN', 'EUROPE', 'ASIA', 'BKRT'}","{'PCO', 'EMK', 'DNP', 'Z', 'T', 'E', 'D', 'PTD', 'PSC', 'RNP'}",1770,2,,False,13,305,"['SI.N', 'SIEGn.F', 'SIEGnq.L', 'SIEGn.DE']",Siemens AG,6,0.43301300000000004,-1,0.42175200000000007,0.304836,0.273412,137,0,0,0,0,1,0,0,2,13,16
IGLD.OQ,2007-01-01,2007-01-01 15:15:23+00:00,2007-01-01 15:15:23+00:00,35f615a5e8c89780,Internet Gold's Subsidiary Smile.Communications Completes Full Acquisition of 012... <IGLD.O>,3,1,PRN,"{'BACT', 'PUB', 'REC', 'DPR', 'TEL', 'NEWR', 'IL', 'MRG', 'TBCS', 'WWW', 'LEN', 'LEI', 'EMRG', 'MEAST'}",{'PRN'},2231,1,,False,23,402,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.09806010000000001,0.37900900000000004,0.52293,377,0,0,0,0,0,0,0,0,0,0
IGLD.TA,2007-01-01,2007-01-01 15:15:23+00:00,2007-01-01 15:15:23+00:00,35f615a5e8c89780,Internet Gold's Subsidiary Smile.Communications Completes Full Acquisition of 012... <IGLD.O>,3,1,PRN,"{'BACT', 'PUB', 'REC', 'DPR', 'TEL', 'NEWR', 'IL', 'MRG', 'TBCS', 'WWW', 'LEN', 'LEI', 'EMRG', 'MEAST'}",{'PRN'},2231,1,,False,23,402,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.09806010000000001,0.37900900000000004,0.52293,377,0,0,0,0,0,0,0,0,0,0
IGLD.O,2007-01-01,2007-01-01 15:15:23+00:00,2007-01-01 15:15:23+00:00,35f615a5e8c89780,Internet Gold's Subsidiary Smile.Communications Completes Full Acquisition of 012... <IGLD.O>,3,1,PRN,"{'BACT', 'PUB', 'REC', 'DPR', 'TEL', 'NEWR', 'IL', 'MRG', 'TBCS', 'WWW', 'LEN', 'LEI', 'EMRG', 'MEAST'}",{'PRN'},2231,1,,False,23,402,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.09806010000000001,0.37900900000000004,0.52293,377,0,0,0,0,0,0,0,0,0,0
IGLD.OQ,2007-01-01,2007-01-01 15:57:32+00:00,2007-01-01 15:57:32+00:00,eb2aace864f57367,TEXT-Internet Gold completes 012 Golden Lines purchase,3,1,RTRS,"{'US', 'TEL', 'IL', 'MRG', 'RTRS', 'LEN', 'EMRG', 'MEAST'}","{'PCU', 'PCO', 'DNP', 'MD', 'E', 'PSC', 'U', 'RNP'}",1090,1,TEXT,False,12,214,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.13273900000000002,0.389685,0.477576,159,1,1,1,1,1,1,1,1,1,1
IGLD.TA,2007-01-01,2007-01-01 15:57:32+00:00,2007-01-01 15:57:32+00:00,eb2aace864f57367,TEXT-Internet Gold completes 012 Golden Lines purchase,3,1,RTRS,"{'US', 'TEL', 'IL', 'MRG', 'RTRS', 'LEN', 'EMRG', 'MEAST'}","{'PCU', 'PCO', 'DNP', 'MD', 'E', 'PSC', 'U', 'RNP'}",1090,1,TEXT,False,12,214,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.13273900000000002,0.389685,0.477576,159,1,1,1,1,1,1,1,1,1,1
IGLD.O,2007-01-01,2007-01-01 15:57:32+00:00,2007-01-01 15:57:32+00:00,eb2aace864f57367,TEXT-Internet Gold completes 012 Golden Lines purchase,3,1,RTRS,"{'US', 'TEL', 'IL', 'MRG', 'RTRS', 'LEN', 'EMRG', 'MEAST'}","{'PCU', 'PCO', 'DNP', 'MD', 'E', 'PSC', 'U', 'RNP'}",1090,1,TEXT,False,12,214,"['IGLD.OQ', 'IGLD.TA', 'IGLD.O']",Internet Gold Golden Lines Ltd,1,1.0,1,0.13273900000000002,0.389685,0.477576,159,1,1,1,1,1,1,1,1,1,1
GS.N,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,['GS.N'],Goldman Sachs Group Inc,3,0.27735,1,0.26905999999999997,0.173751,0.557189,96,0,0,0,0,0,0,0,7,28,42
DWMT.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MLN.P,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
SRIB.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MTTT.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MER.N,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MTSM.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MHR.A,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
PDNT.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MNNY.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MTNK.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MSPX.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
EST.A,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
ELC.A,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
NML.A,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
MTTX.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
PGEB.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
DSP.A,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['DWMT.O', 'MLN.P', 'SRIB.O', 'MTTT.O', 'MER.N', 'MTSM.O', 'MHR.A', 'PDNT.O', 'MNNY.O', 'MTNK.O', 'MSPX.O', 'EST.A', 'ELC.A', 'NML.A', 'MTTX.O', 'PGEB.O', 'DSP.A']",Merrill Lynch & Co Inc,3,0.27735,1,0.130986,0.16330799999999998,0.705706,66,0,0,0,0,0,0,0,8,14,16
PLJC.O,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE']",Citigroup Inc,7,0.138675,1,0.00774632,0.44693299999999997,0.5453210000000001,80,0,0,0,0,0,0,0,17,50,71
C.N,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE']",Citigroup Inc,7,0.138675,1,0.00774632,0.44693299999999997,0.5453210000000001,80,0,0,0,0,0,0,0,17,50,71
C,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE']",Citigroup Inc,7,0.138675,1,0.00774632,0.44693299999999997,0.5453210000000001,80,0,0,0,0,0,0,0,17,50,71
TRV.F,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE']",Citigroup Inc,7,0.138675,1,0.00774632,0.44693299999999997,0.5453210000000001,80,0,0,0,0,0,0,0,17,50,71
TRV.DE,2007-01-01,2007-01-01 16:57:05+00:00,2007-01-01 16:57:05+00:00,6f2c45b9a80ddce4,BNP Paribas top 2006 M&A adviser in France -survey,3,1,RTRS,"{'FR', 'WEU', 'MRG', 'BNK', 'RTRS', 'LEN', 'EUROPE'}","{'PCO', 'EMK', 'DNP', 'PTD', 'T', 'E', 'D', 'PSC', 'U', 'RNP'}",1583,5,,False,11,292,"['PLJC.O', 'C.N', 'C', 'TRV.F', 'TRV.DE']",Citigroup Inc,7,0.138675,1,0.00774632,0.44693299999999997,0.5453210000000001,80,0,0,0,0,0,0,0,17,50,71
STA.N,2007-01-01,2007-01-01 18:03:34+00:00,2007-01-01 18:03:34+00:00,5994181687d4afe5,"FEATURE-In kidnapping, finesse works best",3,1,RTRS,"{'BD', 'INS', 'LATAM', 'CA', 'US', 'MX', 'IL', 'LIF', 'RTRS', 'FEA', 'LEN', 'MEAST', 'CO', 'ASIA', 'HT'}","{'PGE', 'PCU', 'PCO', 'DNP', 'MD', 'E', 'G', 'PSC', 'ESN', 'U', 'RNP'}",4413,1,FEATURE,False,55,907,['STA.N'],Travelers Companies Inc,8,0.44721400000000006,-1,0.600082,0.345853,0.0540643,62,2,3,3,3,3,2,3,5,5,5
GE.N,2007-01-01,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,['GE.N'],General Electric Co,20,0.204124,0,0.017913,0.806928,0.17515899999999998,98,0,1,1,1,1,0,1,4,11,12
TWX.N,2007-01-01,2007-01-01 19:01:13+00:00,2007-01-01 19:01:13+00:00,4ba95d0bb0f21a2f,"Stiller, Smith achieve box office milestones",3,1,RTRS,"{'PUB', 'JP', 'CA', 'ENT', 'US', 'FILM', 'LIF', 'RTRS', 'LEN', 'LEI'}","{'PGE', 'PCU', 'PCO', 'DNP', 'J', 'E', 'CAN', 'G', 'PSC', 'ESN', 'U', 'RNP'}",2742,5,,False,23,579,['TWX.N'],Time Warner Inc,23,0.204124,0,0.0159463,0.925269,0.0587845,34,0,1,1,1,1,0,1,3,7,7
